Player_name,age,position,team name,games,games started,minutes,points,Field goals,2FG,3FG,FT,R.offensive,R.defensive,R.total,Assists,Steals,BLK,Turnover,Persona fouls,year played,won
Malik Monk,20,Guard,CHO,73.0,0,17.2,8.9,0.387,0.461,0.33,0.882,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,2019,0
E'Twaun Moore,29,Guard,NOP,53.0,36,27.6,11.9,0.481,0.506,0.4320000000000001,0.763,0.7,1.7,2.4,1.9,0.8,0.2,1.1,2.1,2019,0
Marcus Morris,29,Forward,BOS,75.0,53,27.9,13.9,0.447,0.508,0.375,0.8440000000000001,1.0,5.1,6.1,1.5,0.6,0.3,1.2,2.4,2019,0
Markieff Morris,29,Forward,TOT,58.0,16,21.9,9.4,0.421,0.484,0.335,0.772,1.1,3.5,4.6,1.4,0.6,0.4,0.9,3.0,2019,0
Monte Morris,23,Guard,DEN,82.0,6,24.0,10.4,0.493,0.531,0.414,0.802,0.4,1.9,2.4,3.6,0.9,0.0,0.6,1.2,2019,0
Emmanuel Mudiay,22,Guard,NYK,59.0,42,27.2,14.8,0.446,0.4920000000000001,0.329,0.774,0.6,2.8,3.3,3.9,0.7,0.3,2.4,1.7,2019,0
Jamal Murray,21,Guard,DEN,75.0,74,32.6,18.2,0.4370000000000001,0.476,0.3670000000000001,0.848,0.9,3.4,4.2,4.8,0.9,0.4,2.1,2.0,2019,0
Larry Nance Jr.,26,Center,CLE,67.0,30,26.8,9.4,0.52,0.5670000000000001,0.337,0.716,2.5,5.7,8.2,3.2,1.5,0.6,1.4,2.9,2019,0
Shabazz Napier,27,Guard,BRK,56.0,2,17.6,9.4,0.389,0.449,0.333,0.833,0.3,1.5,1.8,2.6,0.7,0.3,1.2,1.2,2019,0
Jusuf Nurkic,24,Center,POR,72.0,72,27.4,15.6,0.508,0.523,0.103,0.773,3.4,7.0,10.4,3.2,1.0,1.4,2.3,3.5,2019,0
Victor Oladipo,26,Guard,IND,36.0,36,31.9,18.8,0.423,0.47,0.343,0.73,0.6,5.0,5.6,5.2,1.7,0.3,2.3,2.0,2019,0
Kelly Olynyk,27,Forward,MIA,79.0,36,22.9,10.0,0.463,0.604,0.354,0.8220000000000001,0.9,3.8,4.7,1.8,0.7,0.5,1.4,2.3,2019,0
Cedi Osman,23,Forward,CLE,76.0,75,32.2,13.0,0.4270000000000001,0.489,0.348,0.779,0.6,4.1,4.7,2.6,0.8,0.1,1.5,2.6,2019,0
Kelly Oubre Jr.,23,Forward,TOT,69.0,19,28.0,15.2,0.445,0.53,0.32,0.775,1.0,3.7,4.7,1.2,1.2,0.9,1.5,2.6,2019,0
Jabari Parker,23,Forward,TOT,64.0,17,26.9,14.5,0.493,0.556,0.313,0.7120000000000001,1.2,5.3,6.6,2.4,0.7,0.5,2.4,2.3,2019,0
Tony Parker,36,Guard,CHO,56.0,0,17.9,9.5,0.46,0.485,0.255,0.7340000000000001,0.3,1.2,1.5,3.7,0.4,0.1,1.3,0.9,2019,0
Chris Paul,33,Guard,HOU,58.0,58,32.0,15.6,0.419,0.479,0.358,0.862,0.6,3.9,4.6,8.2,2.0,0.3,2.6,2.5,2019,0
Elfrid Payton,24,Guard,NOP,42.0,42,29.8,10.6,0.434,0.476,0.314,0.743,1.2,4.1,5.2,7.6,1.0,0.4,2.7,1.9,2019,0
Otto Porter Jr.,25,Forward,TOT,56.0,43,30.1,13.9,0.465,0.504,0.406,0.813,1.0,4.6,5.6,2.1,1.5,0.6,1.2,1.9,2019,0
Bobby Portis,23,Forward,TOT,50.0,28,26.0,14.2,0.444,0.467,0.393,0.794,2.2,5.9,8.1,1.4,0.7,0.4,1.5,2.9,2019,0
Dwight Powell,27,Center,DAL,77.0,22,21.6,10.6,0.597,0.6990000000000001,0.307,0.772,1.8,3.5,5.3,1.5,0.6,0.6,0.9,2.6,2019,0
Norman Powell,25,Guard,TOR,60.0,3,18.8,8.6,0.483,0.5429999999999999,0.4,0.8270000000000001,0.3,2.1,2.3,1.5,0.7,0.2,1.1,1.6,2019,0
Taurean Prince,24,Forward,ATL,55.0,47,28.2,13.5,0.441,0.498,0.39,0.8190000000000001,0.4,3.2,3.6,2.1,1.0,0.3,1.8,2.6,2019,0
Julius Randle,24,Forward,NOP,73.0,49,30.6,21.4,0.524,0.564,0.344,0.731,2.2,6.5,8.7,3.1,0.7,0.6,2.8,3.4,2019,0
J.J. Redick,34,Guard,PHI,76.0,63,31.3,18.1,0.44,0.502,0.397,0.894,0.3,2.2,2.4,2.7,0.4,0.2,1.3,1.7,2019,0
Josh Richardson,25,Guard,MIA,73.0,73,34.8,16.6,0.412,0.458,0.35700000000000004,0.861,0.7,2.9,3.6,4.1,1.1,0.5,1.5,2.7,2019,0
Rajon Rondo,32,Guard,LAL,46.0,29,29.8,9.2,0.405,0.428,0.359,0.639,0.7,4.5,5.3,8.0,1.2,0.2,2.8,2.2,2019,0
Derrick Rose,30,Guard,MIN,51.0,13,27.3,18.0,0.482,0.509,0.37,0.856,0.6,2.1,2.7,4.3,0.6,0.2,1.6,1.1,2019,0
Terrence Ross,27,Guard,ORL,81.0,0,26.5,15.1,0.428,0.484,0.383,0.875,0.3,3.1,3.5,1.7,0.9,0.4,1.1,1.5,2019,0
Terry Rozier,24,Guard,BOS,79.0,14,22.7,9.0,0.387,0.422,0.353,0.785,0.4,3.5,3.9,2.9,0.9,0.3,0.9,1.3,2019,0
Ricky Rubio,28,Guard,UTA,68.0,67,27.9,12.7,0.404,0.454,0.311,0.855,0.5,3.1,3.6,6.1,1.3,0.1,2.6,2.6,2019,0
D'Angelo Russell,22,Guard,BRK,81.0,81,30.2,21.1,0.434,0.482,0.369,0.78,0.7,3.2,3.9,7.0,1.2,0.2,3.1,1.7,2019,0
Domantas Sabonis,22,Center,IND,74.0,5,24.8,14.1,0.59,0.5920000000000001,0.529,0.715,2.5,6.8,9.3,2.9,0.6,0.4,2.2,3.2,2019,0
Dario Šaric,24,Forward,TOT,81.0,41,25.0,10.6,0.4370000000000001,0.499,0.365,0.88,1.6,4.1,5.6,1.6,0.6,0.1,1.2,2.2,2019,0
Tomáš Satoranský,27,Guard,WAS,80.0,54,27.1,8.9,0.485,0.524,0.395,0.8190000000000001,1.0,2.5,3.5,5.0,1.0,0.2,1.5,2.2,2019,0
Dennis Schröder,25,Guard,OKC,79.0,14,29.3,15.5,0.414,0.45,0.341,0.8190000000000001,0.5,3.1,3.6,4.1,0.8,0.2,2.2,2.4,2019,0
Collin Sexton,20,Guard,CLE,82.0,72,31.8,16.7,0.43,0.44,0.402,0.8390000000000001,0.7,2.2,2.9,3.0,0.5,0.1,2.3,2.3,2019,0
Landry Shamet,21,Guard,TOT,79.0,27,22.8,9.1,0.431,0.453,0.422,0.8059999999999999,0.3,1.4,1.7,1.5,0.5,0.1,0.6,2.0,2019,0
Pascal Siakam,24,Forward,TOR,80.0,79,31.9,16.9,0.5489999999999999,0.602,0.369,0.785,1.6,5.3,6.9,3.1,0.9,0.7,1.9,3.0,2019,0
Ben Simmons,22,Guard,PHI,79.0,79,34.2,16.9,0.563,0.5660000000000001,0.0,0.6,2.2,6.6,8.8,7.7,1.4,0.8,3.5,2.6,2019,0
Marcus Smart,24,Guard,BOS,80.0,60,27.5,8.9,0.422,0.511,0.364,0.8059999999999999,0.7,2.2,2.9,4.0,1.8,0.4,1.5,2.5,2019,0
Dennis Smith Jr.,21,Guard,TOT,53.0,50,28.5,13.6,0.428,0.477,0.322,0.635,0.6,2.3,2.9,4.8,1.3,0.4,2.9,2.4,2019,0
Ish Smith,30,Guard,DET,56.0,0,22.3,8.9,0.419,0.455,0.326,0.758,0.4,2.2,2.6,3.6,0.5,0.2,1.1,1.9,2019,0
Jayson Tatum,20,Forward,BOS,79.0,79,31.1,15.7,0.45,0.483,0.373,0.855,0.9,5.2,6.0,2.1,1.1,0.7,1.5,2.1,2019,0
Jeff Teague,30,Guard,MIN,42.0,41,30.1,12.1,0.423,0.453,0.333,0.804,0.4,2.1,2.5,8.2,1.0,0.4,2.3,2.1,2019,0
Klay Thompson,28,Guard,GSW,78.0,78,34.0,21.5,0.467,0.516,0.402,0.816,0.5,3.4,3.8,2.4,1.1,0.6,1.5,2.0,2019,0
Tristan Thompson,27,Center,CLE,43.0,40,27.9,10.9,0.529,0.529,0.0,0.642,4.0,6.2,10.2,2.0,0.7,0.4,1.4,2.1,2019,0
Karl-Anthony Towns,23,Center,MIN,77.0,77,33.1,24.4,0.518,0.562,0.4,0.836,3.4,9.0,12.4,3.4,0.9,1.6,3.1,3.8,2019,0
Allonzo Trier,23,Guard,NYK,64.0,3,22.8,10.9,0.448,0.466,0.394,0.8029999999999999,0.5,2.6,3.1,1.9,0.4,0.2,1.8,1.8,2019,0
Myles Turner,22,Center,IND,74.0,74,28.6,13.3,0.487,0.521,0.388,0.736,1.4,5.8,7.2,1.6,0.8,2.7,1.4,2.6,2019,0
Jonas Valanciūnas,26,Center,TOT,49.0,27,22.3,15.6,0.5589999999999999,0.586,0.292,0.795,2.2,6.4,8.6,1.4,0.4,1.1,1.8,3.0,2019,0
Fred VanVleet,24,Guard,TOR,64.0,28,27.5,11.0,0.41,0.441,0.378,0.843,0.3,2.3,2.6,4.8,0.9,0.3,1.3,1.7,2019,0
Noah Vonleh,23,Forward,NYK,68.0,57,25.3,8.4,0.47,0.531,0.336,0.7120000000000001,1.7,6.1,7.8,1.9,0.7,0.8,1.3,2.6,2019,0
Nikola Vucevic,28,Center,ORL,80.0,80,31.4,20.8,0.518,0.5489999999999999,0.364,0.789,2.8,9.2,12.0,3.8,1.0,1.1,2.0,2.0,2019,0
Dwyane Wade,37,Guard,MIA,72.0,2,26.2,15.0,0.433,0.472,0.33,0.708,1.0,3.0,4.0,4.2,0.8,0.5,2.3,1.6,2019,0
Dion Waiters,27,Guard,MIA,44.0,28,25.9,12.0,0.414,0.471,0.377,0.5,0.2,2.5,2.6,2.8,0.7,0.2,1.5,1.6,2019,0
Kemba Walker,28,Guard,CHO,82.0,82,34.9,25.6,0.434,0.494,0.35600000000000004,0.8440000000000001,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,2019,0
John Wall,28,Guard,WAS,32.0,32,34.5,20.7,0.444,0.507,0.302,0.6970000000000001,0.5,3.2,3.6,8.7,1.5,0.9,3.8,2.2,2019,0
T.J. Warren,25,Forward,PHO,43.0,36,31.6,18.0,0.486,0.51,0.428,0.815,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.8,2019,0
Russell Westbrook,30,Guard,OKC,73.0,73,36.0,22.9,0.428,0.481,0.29,0.6559999999999999,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,2019,0
Derrick White,24,Guard,SAS,67.0,55,25.8,9.9,0.479,0.529,0.338,0.772,0.5,3.2,3.7,3.9,1.0,0.7,1.4,2.2,2019,0
Hassan Whiteside,29,Center,MIA,72.0,53,23.3,12.3,0.5710000000000001,0.581,0.125,0.449,3.6,7.8,11.3,0.8,0.6,1.9,1.3,2.7,2019,0
Andrew Wiggins,23,Forward,MIN,73.0,73,34.8,18.1,0.412,0.441,0.339,0.6990000000000001,1.1,3.7,4.8,2.5,1.0,0.7,1.9,2.1,2019,0
Lou Williams,32,Guard,LAC,75.0,1,26.6,20.0,0.425,0.447,0.361,0.8759999999999999,0.5,2.4,3.0,5.4,0.8,0.1,2.4,1.1,2019,0
Marvin Williams,32,Forward,CHO,75.0,75,28.4,10.1,0.422,0.5,0.366,0.767,1.0,4.4,5.4,1.2,0.9,0.8,0.6,2.1,2019,0
Justise Winslow,22,Forward,MIA,66.0,52,29.7,12.6,0.433,0.462,0.375,0.628,1.0,4.4,5.4,4.3,1.1,0.3,2.2,2.7,2019,0
Delon Wright,26,Guard,TOT,75.0,13,22.7,8.7,0.434,0.4920000000000001,0.298,0.7929999999999999,0.9,2.6,3.5,3.3,1.2,0.4,1.0,1.4,2019,0
Thaddeus Young,30,Forward,IND,81.0,81,30.7,12.6,0.527,0.564,0.349,0.644,2.4,4.1,6.5,2.5,1.5,0.4,1.5,2.4,2019,0
Trae Young,20,Guard,ATL,81.0,81,30.9,19.1,0.418,0.477,0.324,0.8290000000000001,0.8,2.9,3.7,8.1,0.9,0.2,3.8,1.7,2019,0
Cody Zeller,26,Center,CHO,49.0,47,25.4,10.1,0.551,0.57,0.273,0.787,2.2,4.6,6.8,2.1,0.8,0.8,1.3,3.3,2019,0
Ivica Zubac,21,Center,TOT,59.0,37,17.6,8.9,0.5589999999999999,0.5589999999999999,0.0,0.802,1.9,4.2,6.1,1.1,0.2,0.9,1.2,2.3,2019,0
Steven Adams,26,Center,OKC,63.0,63,26.7,10.9,0.5920000000000001,0.594,0.333,0.5820000000000001,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,2020,0
Bam Adebayo,22,Forward,MIA,72.0,72,33.6,15.9,0.557,0.564,0.14300000000000002,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,2020,0
LaMarcus Aldridge,34,Center,SAS,53.0,53,33.1,18.9,0.493,0.519,0.389,0.8270000000000001,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,2020,0
Grayson Allen,24,Guard,MEM,38.0,0,18.9,8.7,0.466,0.545,0.404,0.867,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,2020,0
Jarrett Allen,21,Center,BRK,70.0,64,26.5,11.1,0.649,0.6579999999999999,0.0,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,2020,0
Giannis Antetokounmpo,25,Forward,MIL,63.0,63,30.4,29.5,0.5529999999999999,0.631,0.304,0.633,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,2020,1
Carmelo Anthony,35,Forward,POR,58.0,58,32.8,15.4,0.43,0.448,0.385,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,2020,0
OG Anunoby,22,Forward,TOR,69.0,68,29.9,10.6,0.505,0.583,0.39,0.706,1.2,4.1,5.3,1.6,1.4,0.7,1.1,2.4,2020,0
D.J. Augustin,32,Guard,ORL,57.0,13,24.9,10.5,0.399,0.438,0.348,0.89,0.4,1.8,2.1,4.6,0.6,0.0,1.5,1.3,2020,0
Deandre Ayton,21,Center,PHO,38.0,32,32.5,18.2,0.546,0.5529999999999999,0.231,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,2020,0
Lonzo Ball,22,Guard,NOP,63.0,54,32.1,11.8,0.403,0.442,0.375,0.5660000000000001,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,2020,0
Harrison Barnes,27,Forward,SAC,72.0,72,34.5,14.5,0.46,0.501,0.381,0.8009999999999999,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,2020,0
RJ Barrett,19,Guard,NYK,56.0,55,30.4,14.3,0.402,0.4320000000000001,0.32,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,2020,0
Will Barton,29,Forward,DEN,58.0,58,33.0,15.1,0.45,0.498,0.375,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,2020,0
Aron Baynes,33,Center,PHO,42.0,28,22.2,11.5,0.48,0.5820000000000001,0.35100000000000003,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,2020,0
Kent Bazemore,30,Forward,TOT,68.0,21,24.8,8.8,0.375,0.4,0.344,0.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,2020,0
Bradley Beal,26,Guard,WAS,57.0,57,36.0,30.5,0.455,0.515,0.353,0.8420000000000001,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,2020,0
Malik Beasley,23,Guard,TOT,55.0,14,22.0,11.2,0.425,0.465,0.388,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,2020,0
Dāvis Bertāns,27,Forward,WAS,54.0,4,29.3,15.4,0.434,0.471,0.424,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,2020,0
Nemanja Bjelica,31,Forward,SAC,72.0,67,27.9,11.5,0.481,0.541,0.419,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,2020,0
Eric Bledsoe,30,Guard,MIL,61.0,61,27.0,14.9,0.475,0.5329999999999999,0.344,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,2020,0
Bogdan Bogdanovic,27,Guard,SAC,61.0,28,29.0,15.1,0.44,0.532,0.3720000000000001,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,2020,0
Bojan Bogdanovic,30,Forward,UTA,63.0,63,33.1,20.2,0.447,0.479,0.414,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,2020,0
Devin Booker,23,Guard,PHO,70.0,70,35.9,26.6,0.489,0.5489999999999999,0.354,0.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,2020,0
Avery Bradley,29,Guard,LAL,49.0,44,24.2,8.6,0.444,0.51,0.364,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,2020,0
Mikal Bridges,23,Forward,PHO,73.0,32,28.0,9.1,0.51,0.61,0.361,0.8440000000000001,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,2020,0
Miles Bridges,21,Forward,CHO,65.0,64,30.7,13.0,0.424,0.486,0.33,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,2020,0
Malcolm Brogdon,27,Guard,IND,54.0,54,30.9,16.5,0.438,0.488,0.326,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,2020,0
Dillon Brooks,24,Guard,MEM,73.0,73,28.9,16.2,0.407,0.438,0.358,0.8079999999999999,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,2020,0
Bruce Brown,23,Guard,DET,58.0,43,28.2,8.9,0.443,0.47,0.344,0.7390000000000001,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,2020,0
Jaylen Brown,23,Guard,BOS,57.0,57,33.9,20.3,0.481,0.5429999999999999,0.382,0.7240000000000001,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,2020,0
Troy Brown Jr.,20,Forward,WAS,69.0,22,25.8,10.4,0.439,0.479,0.341,0.784,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,2020,0
Thomas Bryant,22,Center,WAS,46.0,36,24.9,13.2,0.581,0.63,0.407,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,2020,0
Alec Burks,28,Forward,TOT,66.0,19,26.6,15.0,0.418,0.439,0.385,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9,2020,0
Jimmy Butler,30,Forward,MIA,58.0,58,33.8,19.9,0.455,0.495,0.244,0.8340000000000001,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,2020,0
Kentavious Caldwell-Pope,26,Guard,LAL,69.0,26,25.5,9.3,0.467,0.541,0.385,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,2020,0
Clint Capela,25,Center,HOU,39.0,39,32.8,13.9,0.629,0.629,0.0,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,2020,0
Wendell Carter Jr.,20,Center,CHI,43.0,43,29.2,11.3,0.534,0.564,0.207,0.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,2020,0
Marquese Chriss,22,Forward,GSW,59.0,21,20.3,9.3,0.545,0.584,0.205,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,2020,0
Brandon Clarke,23,Forward,MEM,58.0,4,22.4,12.1,0.618,0.6579999999999999,0.359,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,2020,0
Jordan Clarkson,27,Guard,TOT,71.0,2,24.0,15.2,0.454,0.5329999999999999,0.368,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,2020,0
John Collins,22,Forward,ATL,41.0,41,33.2,21.6,0.583,0.642,0.401,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,2020,0
Mike Conley,32,Guard,UTA,47.0,41,29.0,14.4,0.409,0.4370000000000001,0.375,0.8270000000000001,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,2020,0
Robert Covington,29,Forward,TOT,70.0,68,30.5,12.4,0.422,0.593,0.335,0.7979999999999999,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,2020,0
Jae Crowder,29,Forward,TOT,65.0,53,28.8,10.5,0.401,0.5379999999999999,0.343,0.7759999999999999,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,2020,0
Jarrett Culver,20,Guard,MIN,63.0,35,23.9,9.2,0.404,0.471,0.299,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,2020,0
Seth Curry,29,Guard,DAL,64.0,25,24.6,12.4,0.495,0.5489999999999999,0.452,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8,2020,0
Anthony Davis,26,Forward,LAL,62.0,62,34.4,26.1,0.503,0.546,0.33,0.846,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,2020,1
DeMar DeRozan,30,Forward,SAS,68.0,68,34.1,22.1,0.531,0.54,0.257,0.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6,2020,0
Spencer Dinwiddie,26,Guard,BRK,64.0,49,31.2,20.6,0.415,0.485,0.308,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8,2020,0
Donte DiVincenzo,23,Guard,MIL,66.0,24,23.0,9.2,0.455,0.5670000000000001,0.336,0.733,1.0,3.8,4.8,2.3,1.3,0.3,1.4,1.7,2020,0
Luka Doncic,20,Guard,DAL,61.0,61,33.6,28.8,0.463,0.574,0.316,0.758,1.3,8.1,9.4,8.8,1.0,0.2,4.3,2.5,2020,1
Goran Dragic,33,Guard,MIA,59.0,3,28.2,16.2,0.441,0.505,0.3670000000000001,0.7759999999999999,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,2020,0
Andre Drummond,26,Center,TOT,57.0,56,33.0,17.7,0.5329999999999999,0.551,0.14300000000000002,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,2020,0
Joel Embiid,25,Center,PHI,51.0,51,29.5,23.0,0.477,0.517,0.331,0.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4,2020,0
Derrick Favors,28,Center,NOP,51.0,49,24.4,9.0,0.617,0.627,0.14300000000000002,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,2020,0
Dorian Finney-Smith,26,Forward,DAL,71.0,68,29.9,9.5,0.466,0.589,0.376,0.722,2.0,3.7,5.7,1.6,0.6,0.5,1.0,2.5,2020,0
Bryn Forbes,26,Guard,SAS,63.0,62,25.1,11.2,0.417,0.47,0.388,0.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8,2020,0
Evan Fournier,27,Forward,ORL,66.0,66,31.5,18.5,0.467,0.527,0.399,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,2020,0
De'Aaron Fox,22,Guard,SAC,51.0,49,32.0,21.1,0.48,0.535,0.292,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,2020,0
Markelle Fultz,21,Guard,ORL,72.0,60,27.7,12.1,0.465,0.507,0.267,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0,2020,0
Danilo Gallinari,31,Forward,OKC,62.0,62,29.6,18.7,0.438,0.476,0.405,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,2020,0
Langston Galloway,28,Guard,DET,66.0,6,25.8,10.3,0.435,0.493,0.399,0.8590000000000001,0.5,1.8,2.3,1.5,0.7,0.2,0.6,1.5,2020,0
Darius Garland,20,Guard,CLE,59.0,59,30.9,12.3,0.401,0.434,0.355,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6,2020,0
Rudy Gay,33,Forward,SAS,67.0,5,21.8,10.8,0.446,0.511,0.336,0.882,0.9,4.5,5.4,1.7,0.5,0.5,1.3,1.5,2020,0
Paul George,29,Forward,LAC,48.0,48,29.6,21.5,0.439,0.464,0.412,0.8759999999999999,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4,2020,0
Shai Gilgeous-Alexander,21,Guard,OKC,70.0,70,34.7,19.0,0.471,0.512,0.34700000000000003,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7,2020,0
Rudy Gobert,27,Center,UTA,68.0,68,34.3,15.1,0.693,0.693,0.0,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2,2020,0
Aaron Gordon,24,Forward,ORL,62.0,62,32.5,14.4,0.4370000000000001,0.494,0.308,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0,2020,0
Eric Gordon,31,Forward,HOU,36.0,15,28.2,14.4,0.369,0.469,0.317,0.7659999999999999,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9,2020,0
Devonte' Graham,24,Guard,CHO,63.0,53,35.1,18.2,0.382,0.397,0.373,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,2020,0
Jerami Grant,25,Forward,DEN,71.0,24,26.6,12.0,0.478,0.537,0.389,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2,2020,0
Jeff Green,33,Forward,TOT,48.0,4,20.0,9.4,0.462,0.602,0.339,0.802,0.5,2.3,2.8,1.0,0.5,0.4,0.9,1.9,2020,0
Rui Hachimura,21,Forward,WAS,48.0,48,30.1,13.5,0.466,0.5,0.287,0.8290000000000001,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2,2020,0
Tim Hardaway Jr.,27,Guard,DAL,71.0,58,29.5,15.8,0.434,0.485,0.398,0.8190000000000001,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8,2020,0
James Harden,30,Guard,HOU,68.0,68,36.5,34.3,0.444,0.556,0.355,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,2020,1
Montrezl Harrell,26,Center,LAC,63.0,2,27.8,18.6,0.58,0.593,0.0,0.6579999999999999,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3,2020,0
Gary Harris,25,Guard,DEN,56.0,55,31.8,10.4,0.42,0.479,0.333,0.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,2020,0
Joe Harris,28,Forward,BRK,69.0,69,30.8,14.5,0.486,0.5529999999999999,0.424,0.7190000000000001,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3,2020,0
Tobias Harris,27,Forward,PHI,72.0,72,34.3,19.6,0.471,0.517,0.3670000000000001,0.8059999999999999,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3,2020,0
Josh Hart,24,Forward,NOP,65.0,16,27.0,10.1,0.423,0.584,0.342,0.7390000000000001,0.9,5.6,6.5,1.7,1.0,0.4,1.2,2.5,2020,0
Gordon Hayward,29,Forward,BOS,52.0,52,33.5,17.5,0.5,0.5539999999999999,0.383,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8,2020,0
Tyler Herro,20,Guard,MIA,55.0,8,27.4,13.5,0.428,0.462,0.389,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4,2020,0
Buddy Hield,27,Guard,SAC,72.0,44,30.8,19.2,0.429,0.479,0.394,0.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3,2020,0
George Hill,33,Guard,MIL,59.0,2,21.5,9.4,0.516,0.565,0.46,0.8420000000000001,0.8,2.2,3.0,3.1,0.8,0.1,1.0,1.4,2020,0
Aaron Holiday,23,Guard,IND,66.0,33,24.5,9.5,0.414,0.4270000000000001,0.394,0.851,0.3,2.0,2.4,3.4,0.8,0.2,1.3,1.8,2020,0
